#Type: Tag,Local: en,Date: 9.8.2017
#nbTag:,1
,hash 2365,,
timestamp_ns,X2365,Y2365,Z2365,TTL,
1688953125000,1461.7,2499.85,10.7465,
1688960937500,,,,
1689007812500,1461.79,2499.85,10.7272,
1689015625000,,,,
1689062500000,1461.89,2499.86,10.7532,
1689070312500,,,,
1689117187500,1462.04,2499.84,10.7785,
1689125000000,,,,
1689171875000,1462.13,2499.77,10.8668,
1689179687500,,,,
1689226562500,1462.22,2499.77,10.9094,
1689234375000,,,,
1689281250000,1462.31,2499.74,10.9107,
1689289062500,,,,
1689335937500,1462.41,2499.72,10.5968,
1689343750000,,,,
1689390625000,1462.5,2499.7,10.4421,
1689398437500,,,,
1689445312500,1462.58,2499.69,10.4147,
1689453125000,,,,
1689500000000,1462.62,2499.73,10.2224,
1689507812500,,,,
1689554687500,1462.7,2499.73,10.152,
1689562500000,,,,
1689609375000,1462.81,2499.74,10.1628,
1689617187500,,,,
1689664062500,1462.9,2499.74,10.1124,
1689671875000,,,,
1689718750000,1463.04,2499.72,10.1441,
1689726562500,,,,
1689773437500,1463.19,2499.74,10.1948,
1689781250000,,,,
1689828125000,1463.28,2499.74,10.2023,
1689835937500,,,,
1689882812500,1463.35,2499.76,10.2188,
1689890625000,,,,
1689937500000,1463.47,2499.75,10.2287,
1689945312500,,,,
1689992187500,1463.54,2499.73,10.5846,
1690000000000,,,,
1690046875000,1463.63,2499.73,10.6251,
1690054687500,,,,
1690101562500,1463.73,2499.73,10.6322,
1690109375000,,,,
1690156250000,1463.88,2499.68,10.8035,
1690164062500,,,,
1690210937500,1464,2499.66,11.0461,
1690218750000,,,,
1690265625000,1464.06,2499.67,11.191,
1690273437500,,,,
1690320312500,1464.1,2499.66,11.1798,
1690328125000,,,,
1690375000000,1464.2,2499.69,11.2076,
1690382812500,,,,
1690429687500,1464.31,2499.71,10.3982,
1690437500000,,,,
1690484375000,1464.41,2499.71,10.8828,
1690492187500,,,,
1690539062500,1464.46,2499.71,10.9774,
1690546875000,,,,
1690593750000,1464.62,2499.74,11.4761,
1690601562500,,,,
1690648437500,1464.72,2499.71,11.7133,
1690656250000,,,,
1690703125000,1464.88,2499.72,11.775,
1690710937500,,,,
1690757812500,1464.88,2499.62,12.2094,
1690765625000,,,,
1690812500000,1465.06,2499.64,11.925,
1690820312500,,,,
1690867187500,1465.15,2499.66,11.813,
1690875000000,,,,
1690921875000,1465.27,2499.66,11.9055,
1690929687500,,,,
1690976562500,1465.33,2499.7,11.4777,
1690984375000,,,,
1691031250000,1465.41,2499.76,10.9993,
1691039062500,,,,
1691085937500,1465.48,2499.77,10.858,
1691093750000,,,,
1691140625000,1465.57,2499.79,10.9008,
1691148437500,,,,
1691195312500,1465.61,2499.76,11.0304,
1691203125000,,,,
1691250000000,1465.72,2499.74,11.0153,
1691257812500,,,,
1691304687500,1465.81,2499.73,11.0017,
1691312500000,,,,
1691359375000,1465.9,2499.73,11.0094,
1691367187500,,,,
1691414062500,1465.99,2499.68,10.969,
1691421875000,,,,
1691468750000,1466.07,2499.67,10.9214,
1691476562500,,,,
1691523437500,1466.16,2499.64,10.8366,
1691531250000,,,,
1691578125000,1466.26,2499.62,10.8111,
1691585937500,,,,
1691632812500,1466.35,2499.62,10.5373,
1691640625000,,,,
1691687500000,1466.49,2499.63,10.5611,
1691695312500,,,,
1691742187500,1466.59,2499.62,10.5143,
1691750000000,,,,
1691796875000,1466.69,2499.65,10.4397,
1691804687500,,,,
1691851562500,1466.82,2499.64,10.2056,
1691859375000,,,,
1691906250000,1466.83,2499.63,10.2317,
1691914062500,,,,
1691960937500,1466.92,2499.55,10.4647,
1691968750000,,,,
1692015625000,1466.96,2499.55,10.4906,
1692023437500,,,,
1692070312500,1467.04,2499.57,10.2276,
1692078125000,,,,
1692125000000,1467.15,2499.55,10.3013,
1692132812500,,,,
1692179687500,1467.23,2499.55,10.3289,
1692187500000,,,,
1692234375000,1467.28,2499.52,10.4005,
1692242187500,,,,
1692289062500,1467.38,2499.53,10.3457,
1692296875000,,,,
1692343750000,1467.51,2499.57,10.5411,
1692351562500,,,,
1692398437500,1467.62,2499.59,10.5566,
1692406250000,,,,
1692453125000,1467.72,2499.6,10.611,
1692460937500,,,,
1692507812500,1467.82,2499.59,10.6553,
1692515625000,,,,
1692562500000,1467.98,2499.63,10.4729,
1692570312500,,,,
1692617187500,1468.11,2499.65,10.4652,
1692625000000,,,,
1692671875000,1468.21,2499.68,10.3803,
1692679687500,,,,
1692726562500,1468.34,2499.74,10.1501,
1692734375000,,,,
1692781250000,1468.44,2499.79,9.73135,
1692789062500,,,,
1692835937500,1468.55,2499.86,9.27374,
1692843750000,,,,
1692890625000,1468.66,2499.9,9.15333,
1692898437500,,,,
1692945312500,1468.68,2499.8,9.4606,
1692953125000,,,,
1693000000000,1468.72,2499.73,9.64769,
1693007812500,,,,
1693054687500,1468.81,2499.7,9.64068,
1693062500000,,,,
1693109375000,1468.95,2499.68,9.57797,
1693117187500,,,,
1693164062500,1469.06,2499.67,9.51394,
1693171875000,,,,
1693218750000,1469.16,2499.72,9.33927,
1693226562500,,,,
1693273437500,1469.3,2499.76,9.19742,
1693281250000,,,,
1693328125000,1469.37,2499.79,9.05,
1693335937500,,,,
1693382812500,,,,
1693390625000,,,,
1693437500000,1469.52,2499.8,8.91155,
1693445312500,,,,
1693492187500,1469.59,2499.76,9.0308,
1693500000000,,,,
1693546875000,1469.62,2499.73,9.1453,
1693554687500,,,,
1693601562500,1469.7,2499.73,9.11396,
1693609375000,,,,
1693656250000,1469.76,2499.74,9.04109,
1693664062500,,,,
1693710937500,1469.91,2499.83,8.7627,
1693718750000,,,,
1693765625000,1469.99,2499.83,8.73106,
1693773437500,,,,
1693820312500,1470.05,2499.81,9.08399,
1693828125000,,,,
1693875000000,1470.1,2499.77,9.2087,
1693882812500,,,,
1693929687500,1470.18,2499.74,9.22032,
1693937500000,,,,
1693984375000,1470.26,2499.72,9.22172,
1693992187500,,,,
1694039062500,,,,
1694046875000,,,,
1694093750000,,,,
1694101562500,,,,
1694148437500,1470.58,2499.69,9.21848,
1694156250000,,,,
1694203125000,1470.73,2499.78,9.25727,
1694210937500,,,,
1694257812500,1470.85,2499.8,9.24567,
1694265625000,,,,
1694312500000,1470.95,2499.83,9.25913,
1694320312500,,,,
1694367187500,1471.05,2499.85,9.28084,
1694375000000,,,,
1694421875000,1471.25,2499.8,9.53294,
1694429687500,,,,
1694476562500,1471.29,2499.62,9.91558,
1694484375000,,,,
1694531250000,1471.4,2499.6,9.98733,
1694539062500,,,,
1694585937500,1471.48,2499.6,10.0975,
1694593750000,,,,
1694640625000,1471.57,2499.58,10.2996,
1694648437500,,,,
1694695312500,1471.65,2499.67,10.2187,
1694703125000,,,,
1694750000000,1471.73,2499.68,10.2754,
1694757812500,,,,
1694804687500,1471.79,2499.73,9.94497,
1694812500000,,,,
1694859375000,1471.86,2499.69,9.99655,
1694867187500,,,,
1694914062500,1471.93,2499.68,10.1107,
1694921875000,,,,
1694968750000,1472.03,2499.66,10.3137,
1694976562500,,,,
1695023437500,1472.11,2499.65,10.3791,
1695031250000,,,,
1695078125000,1472.18,2499.64,10.4356,
1695085937500,,,,
1695132812500,1472.28,2499.62,10.4755,
1695140625000,,,,
1695187500000,1472.39,2499.6,10.2645,
1695195312500,,,,
1695242187500,1472.47,2499.64,9.95073,
1695250000000,,,,
1695296875000,1472.56,2499.64,9.96461,
1695304687500,,,,
1695351562500,1472.66,2499.64,9.98317,
1695359375000,,,,
1695406250000,1472.75,2499.64,10.0132,
1695414062500,,,,
1695460937500,1472.85,2499.64,10.0187,
1695468750000,,,,
1695515625000,1472.93,2499.56,10.1353,
1695523437500,,,,
1695570312500,1473.02,2499.55,10.1396,
1695578125000,,,,
1695625000000,1473.11,2499.64,9.70791,
1695632812500,,,,
1695679687500,1473.21,2499.65,9.6903,
1695687500000,,,,
1695734375000,1473.3,2499.65,9.67077,
1695742187500,,,,
1695789062500,1473.52,2499.62,9.77123,
1695796875000,,,,
1695843750000,1473.52,2499.64,10.3184,
1695851562500,,,,
1695898437500,1473.58,2499.72,10.013,
1695906250000,,,,
1695953125000,1473.66,2499.68,9.87852,
1695960937500,,,,
1696007812500,1473.8,2499.67,9.64128,
1696015625000,,,,
1696062500000,1473.87,2499.64,9.82042,
1696070312500,,,,
1696117187500,1473.96,2499.64,9.81278,
1696125000000,,,,
1696171875000,1474.06,2499.62,9.74773,
1696179687500,,,,
1696226562500,1474.23,2499.69,9.69291,
1696234375000,,,,
1696281250000,1474.34,2499.69,9.66948,
1696289062500,,,,
1696335937500,1474.48,2499.73,9.58205,
1696343750000,,,,
1696390625000,1474.72,2499.9,9.39771,
1696398437500,,,,
1696445312500,1474.82,2499.9,9.51681,
1696453125000,,,,
1696500000000,1474.98,2499.97,9.13141,
1696507812500,,,,
1696554687500,1475.11,2500.03,8.82244,
1696562500000,,,,
1696609375000,1475.11,2500.04,9.11281,
1696617187500,,,,
1696664062500,1475.16,2499.98,9.17869,
1696671875000,,,,
1696718750000,1475.22,2499.93,9.34513,
1696726562500,,,,
1696773437500,1475.3,2499.93,9.54442,
1696781250000,,,,
1696828125000,1475.38,2499.89,9.83849,
1696835937500,,,,
1696882812500,1475.45,2499.87,10.0258,
1696890625000,,,,
1696937500000,1475.55,2499.83,10.1617,
1696945312500,,,,
1696992187500,1475.65,2499.79,10.2896,
1697000000000,,,,
1697046875000,1475.76,2499.76,10.3927,
1697054687500,,,,
1697101562500,1475.84,2499.73,10.4869,
1697109375000,,,,
1697156250000,1475.93,2499.74,10.5466,
1697164062500,,,,
1697210937500,1475.96,2499.71,10.5782,
1697218750000,,,,
1697265625000,1476.05,2499.7,10.4479,
1697273437500,,,,
1697320312500,1476.15,2499.73,10.2049,
1697328125000,,,,
1697375000000,1476.23,2499.71,10.2272,
1697382812500,,,,
1697429687500,1476.36,2499.72,9.89773,
1697437500000,,,,
1697484375000,1476.44,2499.73,9.80476,
1697492187500,,,,
1697539062500,1476.53,2499.75,9.66133,
1697546875000,,,,
1697593750000,1476.6,2499.8,9.57135,
1697601562500,,,,
1697648437500,1476.68,2499.81,9.55471,
1697656250000,,,,
1697703125000,1476.79,2499.85,9.48732,
1697710937500,,,,
1697757812500,1476.94,2499.89,9.05152,
1697765625000,,,,
1697812500000,1477.04,2499.89,9.00286,
1697820312500,,,,
1697867187500,1477.12,2499.9,9.00848,
1697875000000,,,,
1697921875000,1477.19,2499.88,9.28845,
1697929687500,,,,
1697976562500,1477.31,2499.91,9.23784,
1697984375000,,,,
1698031250000,1477.45,2499.9,9.37574,
1698039062500,,,,
1698085937500,1477.52,2499.86,9.50257,
1698093750000,,,,
1698140625000,1477.62,2499.85,9.46119,
1698148437500,,,,
1698195312500,1477.77,2499.87,9.48275,
1698203125000,,,,
1698250000000,1477.88,2499.86,9.59986,
1698257812500,,,,
1698304687500,,,,
1698312500000,,,,
1698359375000,,,,
1698367187500,,,,
1698414062500,1478.26,2499.88,9.91579,
1698421875000,,,,
1698468750000,1478.38,2499.91,10.0099,
1698476562500,,,,
1698523437500,1478.46,2500.11,9.88892,
1698531250000,,,,
1698578125000,1478.58,2500.12,9.99787,
1698585937500,,,,
1698632812500,1478.71,2500.08,10.1449,
1698640625000,,,,
1698687500000,1478.8,2500.04,10.2285,
1698695312500,,,,
1698742187500,1478.76,2499.85,10.5207,
1698750000000,,,,
1698796875000,1478.84,2499.81,10.6005,
1698804687500,,,,
1698851562500,1478.96,2499.77,10.1746,
1698859375000,,,,
1698906250000,1479.01,2499.73,10.0122,
1698914062500,,,,
1698960937500,1479.09,2499.69,9.99598,
1698968750000,,,,
1699015625000,1479.24,2499.66,9.79417,
1699023437500,,,,
1699070312500,1479.28,2499.69,9.99656,
1699078125000,,,,
1699125000000,1479.38,2499.76,9.78134,
1699132812500,,,,
1699179687500,1479.44,2499.8,9.60381,
1699187500000,,,,
1699234375000,1479.53,2499.84,9.52492,
1699242187500,,,,
1699289062500,1479.58,2499.79,9.64453,
1699296875000,,,,
1699343750000,1479.68,2499.75,9.75355,
1699351562500,,,,
1699398437500,1479.79,2499.71,9.76299,
1699406250000,,,,
1699453125000,1479.89,2499.72,9.77199,
1699460937500,,,,
1699507812500,1480,2499.68,9.78988,
1699515625000,,,,
1699562500000,1480.14,2499.68,9.78509,
1699570312500,,,,
1699617187500,1480.23,2499.71,9.96075,
1699625000000,,,,
1699671875000,1480.32,2499.7,10.0738,
1699679687500,,,,
1699726562500,1480.43,2499.7,10.13,
1699734375000,,,,
1699781250000,1480.57,2499.72,10.2595,
1699789062500,,,,
1699835937500,1480.67,2499.76,10.3265,
1699843750000,,,,
1699890625000,1480.73,2499.7,10.5079,
1699898437500,,,,
1699945312500,1480.83,2499.7,10.5682,
1699953125000,,,,
1700000000000,1480.91,2499.71,10.6273,
1700007812500,,,,
1700054687500,1480.93,2499.75,10.5453,
1700062500000,,,,
1700109375000,,,,
1700117187500,,,,
1700164062500,1481.08,2499.86,10.2432,
1700171875000,,,,
1700218750000,1481.19,2499.87,10.2019,
1700226562500,,,,
1700273437500,1481.33,2499.84,10.0648,
1700281250000,,,,
1700328125000,1481.41,2499.9,9.94888,
1700335937500,,,,
1700382812500,1481.46,2499.95,9.86375,
1700390625000,,,,
1700437500000,1481.55,2499.97,9.87008,
1700445312500,,,,
1700492187500,1481.64,2499.89,9.98458,
1700500000000,,,,
1700546875000,1481.73,2499.91,9.98187,
1700554687500,,,,
1700601562500,1481.8,2499.89,10.0553,
1700609375000,,,,
1700656250000,1481.89,2499.9,10.0988,
1700664062500,,,,
1700710937500,1481.98,2499.87,10.2314,
1700718750000,,,,
1700765625000,1482.03,2499.96,10.3074,
1700773437500,,,,
1700820312500,1482.12,2499.89,10.5085,
1700828125000,,,,
1700875000000,1482.18,2499.8,10.5817,
1700882812500,,,,
1700929687500,1482.25,2499.76,10.6282,
1700937500000,,,,
1700984375000,1482.31,2499.72,10.6663,
1700992187500,,,,
1701039062500,1482.38,2499.66,10.7364,
1701046875000,,,,
1701093750000,1482.43,2499.66,10.8316,
1701101562500,,,,
1701148437500,1482.56,2499.7,10.7348,
1701156250000,,,,
1701203125000,1482.64,2499.68,10.7837,
1701210937500,,,,
1701257812500,1482.68,2499.69,10.9286,
1701265625000,,,,
1701312500000,1482.7,2499.69,10.954,
1701320312500,,,,
1701367187500,1482.79,2499.75,10.9613,
1701375000000,,,,
1701421875000,1482.89,2499.77,10.9082,
1701429687500,,,,
1701476562500,1482.99,2499.72,10.9923,
1701484375000,,,,
1701531250000,1483.1,2499.73,10.6948,
1701539062500,,,,
1701585937500,1483.16,2499.73,10.7514,
1701593750000,,,,
1701640625000,1483.25,2499.74,10.7481,
1701648437500,,,,
1701695312500,1483.34,2499.74,10.755,
1701703125000,,,,
1701750000000,1483.46,2499.72,10.7651,
1701757812500,,,,
1701804687500,1483.6,2499.7,10.7941,
1701812500000,,,,
1701859375000,1483.75,2499.7,10.7483,
1701867187500,,,,
1701914062500,1483.89,2499.69,10.7267,
1701921875000,,,,
1701968750000,1484.02,2499.7,10.8794,
1701976562500,,,,
1702023437500,1484.17,2499.7,10.8586,
1702031250000,,,,
1702078125000,1484.3,2499.74,10.5619,
1702085937500,,,,
1702132812500,1484.4,2499.75,10.4908,
1702140625000,,,,
1702187500000,1484.55,2499.76,10.4631,
1702195312500,,,,
1702242187500,1484.67,2499.76,10.4644,
1702250000000,,,,
1702296875000,1484.81,2499.79,10.4665,
1702304687500,,,,
1702351562500,1484.9,2499.78,10.5264,
1702359375000,,,,
1702406250000,1485.01,2499.8,10.6784,
1702414062500,,,,
1702460937500,1485.09,2499.84,10.9935,
1702468750000,,,,
1702515625000,1485.18,2499.79,11.1396,
1702523437500,,,,
1702570312500,1485.26,2499.81,10.9059,
1702578125000,,,,
1702625000000,1485.42,2499.79,10.7264,
1702632812500,,,,
1702679687500,1485.51,2499.75,10.5896,
1702687500000,,,,
1702734375000,1485.56,2499.76,11.0841,
1702742187500,,,,
1702789062500,1485.67,2499.75,11.0663,
1702796875000,,,,
1702843750000,1485.87,2499.78,10.8533,
1702851562500,,,,
1702898437500,1486,2499.76,10.6993,
1702906250000,,,,
1702953125000,1486.06,2499.73,10.7072,
1702960937500,,,,
1703007812500,1486.16,2499.71,10.6512,
1703015625000,,,,
1703062500000,1486.26,2499.72,10.5566,
1703070312500,,,,
1703117187500,1486.34,2499.71,10.6566,
1703125000000,,,,
1703171875000,1486.41,2499.73,10.8851,
1703179687500,,,,
1703226562500,1486.52,2499.72,10.8581,
1703234375000,,,,
1703281250000,1486.63,2499.68,10.6788,
1703289062500,,,,
1703335937500,1486.74,2499.68,10.6058,
1703343750000,,,,
1703390625000,,,,
1703398437500,,,,
1703445312500,1487,2499.67,10.5351,
1703453125000,,,,
1703500000000,1487.11,2499.66,10.4992,
1703507812500,,,,
1703554687500,1487.2,2499.65,10.4271,
1703562500000,,,,
1703609375000,1487.28,2499.67,10.4908,
1703617187500,,,,
1703664062500,1487.37,2499.67,10.4596,
1703671875000,,,,
1703718750000,1487.42,2499.66,10.411,
1703726562500,,,,
1703773437500,1487.44,2499.61,10.7729,
1703781250000,,,,
1703828125000,1487.69,2499.65,10.4654,
1703835937500,,,,
1703882812500,1487.79,2499.66,10.5334,
1703890625000,,,,
1703937500000,1487.9,2499.66,10.5756,
1703945312500,,,,
1703992187500,1487.99,2499.66,10.6009,
1704000000000,,,,
1704046875000,1488.05,2499.67,10.7905,
1704054687500,,,,
1704101562500,1488.15,2499.68,10.8038,
1704109375000,,,,
1704156250000,1488.28,2499.69,10.7506,
1704164062500,,,,
1704210937500,1488.33,2499.73,10.8547,
1704218750000,,,,
1704265625000,1488.5,2499.75,10.775,
1704273437500,,,,
1704320312500,1488.65,2499.77,10.7127,
1704328125000,,,,
1704375000000,1488.71,2499.78,10.8271,
1704382812500,,,,
1704429687500,1488.82,2499.8,10.8374,
1704437500000,,,,
1704484375000,1488.94,2499.8,10.8081,
1704492187500,,,,
1704539062500,1489.01,2499.8,10.8135,
1704546875000,,,,
1704593750000,1489.14,2499.8,10.8414,
1704601562500,,,,
1704648437500,1489.16,2499.79,11.0283,
1704656250000,,,,
1704703125000,1489.23,2499.78,11.0734,
1704710937500,,,,
1704757812500,1489.32,2499.77,11.0909,
1704765625000,,,,
1704812500000,1489.4,2499.77,11.1368,
1704820312500,,,,
1704867187500,1489.47,2499.77,11.1535,
1704875000000,,,,
1704921875000,1489.55,2499.78,11.1742,
1704929687500,,,,
1704976562500,1489.65,2499.77,11.0782,
1704984375000,,,,
1705031250000,1489.83,2499.81,10.7438,
1705039062500,,,,
1705085937500,1489.97,2499.84,10.7731,
1705093750000,,,,
1705140625000,1490.03,2499.85,10.7799,
1705148437500,,,,
1705195312500,1490.12,2499.83,10.8159,
1705203125000,,,,
1705250000000,1490.15,2499.82,10.8774,
1705257812500,,,,
1705304687500,1490.24,2499.82,10.9293,
1705312500000,,,,
1705359375000,1490.37,2499.82,10.9428,
1705367187500,,,,
1705414062500,1490.45,2499.82,10.9431,
1705421875000,,,,
1705468750000,1490.61,2499.83,10.9018,
1705476562500,,,,
1705523437500,1490.69,2499.83,11.0081,
1705531250000,,,,
1705578125000,1490.78,2499.84,11.044,
1705585937500,,,,
1705632812500,1490.82,2499.82,11.2459,
1705640625000,,,,
1705687500000,1490.95,2499.84,11.198,
1705695312500,,,,
1705742187500,1491.04,2499.84,11.2427,
1705750000000,,,,
1705796875000,1491.16,2499.85,11.2544,
1705804687500,,,,
1705851562500,1491.26,2499.84,11.2482,
1705859375000,,,,
1705906250000,1491.38,2499.82,11.2726,
1705914062500,,,,
1705960937500,1491.45,2499.86,11.3971,
1705968750000,,,,
1706015625000,1491.56,2499.87,11.372,
1706023437500,,,,
1706070312500,1491.69,2499.91,11.409,
1706078125000,,,,
1706125000000,1491.8,2499.91,11.4207,
1706132812500,,,,
1706179687500,1491.93,2499.94,11.4029,
1706187500000,,,,
